current_speed_kmh,current_delay_min,distance_to_next_station_km,current_position_km,distance_remaining_km,estimated_running_time_min,delay_ratio,train_priority_EXPRESS,train_priority_FREIGHT,train_priority_HIGH_SPEED,train_priority_PASSENGER,has_train_ahead,distance_to_ahead_train_km,ahead_train_speed_kmh,ahead_train_eta_min,expected_clearance_time_min,relative_speed_kmh,closing_speed_kmh,time_to_close_gap_min,headway_margin_min,signal_code,current_headway_min,safe_required_headway_min,platform_available,speed_restriction_kmh,junction_busy,route_blocked,section_occupancy,time_of_day,weather_condition_CLEAR,weather_condition_FOG,weather_condition_RAIN,weather_condition_STORM,speed_mean,speed_std,speed_trend,position_progress_rate,delay_mean,delay_std,delay_trend,conflict,conflict_probability,expected_delay_min
148.0,2.2,17.0,70.3,17.0,6.89,0.319,0.0,0.0,1.0,0.0,1.0,6.33,133.4,2.8,4.2,14.6,14.6,26.01,18.7,2.0,21.7,3.0,1.0,120.0,0.0,1.0,0.0,5.9,1.0,0.0,0.0,0.0,148.9,2.2,5.4,2.5,2.35,0.15,-0.3,1,0.8904,18.7
56.2,0.3,16.5,85.8,16.5,17.62,0.017,0.0,0.0,0.0,1.0,1.0,2.17,37.3,3.5,4.6,18.9,18.9,6.89,13.0,3.0,16.0,3.0,0.0,80.0,0.0,0.0,0.0,13.9,1.0,0.0,0.0,0.0,54.6,1.06,-2.6,1.061,-0.7,1.0,2.0,1,0.8483,20.2
58.4,4.0,28.1,36.6,28.1,28.87,0.139,0.0,0.0,0.0,1.0,1.0,41.75,57.1,43.9,46.7,1.3,1.3,999.0,6.6,0.0,9.6,3.0,1.0,120.0,0.5,0.0,0.0,7.5,0.0,0.0,1.0,0.0,59.9,4.33,10.6,0.783,4.5,0.5,-1.0,1,0.2627,10.5
66.9,14.7,11.2,145.3,11.2,10.04,1.463,0.0,0.0,0.0,1.0,1.0,0.53,66.9,0.5,2.9,0.0,0.0,999.0,13.5,3.0,16.5,3.0,0.0,160.0,0.5,0.0,0.0,5.8,1.0,0.0,0.0,0.0,65.4,3.1,-7.6,1.204,15.65,0.95,-1.9,1,0.9917,23.1
49.1,9.4,29.6,48.3,29.6,36.17,0.26,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.5,0.0,13.5,3.0,0.5,120.0,0.0,0.0,0.0,3.5,0.0,0.0,1.0,0.0,55.7,5.23,-12.8,1.033,7.9,1.5,3.0,0,0.0424,13.9
55.7,2.7,9.8,233.4,9.8,10.56,0.256,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.8,0.0,18.8,3.0,1.0,80.0,0.0,0.5,0.0,21.5,0.0,1.0,0.0,0.0,55.2,2.37,5.8,1.142,2.0,0.7,1.4,0,0.0552,11.4
58.0,0.4,4.2,113.6,4.2,4.34,0.092,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,21.6,1.0,24.6,3.0,0.5,80.0,1.0,0.0,0.0,4.2,0.0,0.0,0.0,1.0,54.9,4.9,12.0,1.047,0.9,0.5,-1.0,0,0.2427,10.9
111.6,6.1,6.5,230.7,6.5,3.49,1.746,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,8.3,0.0,11.3,3.0,0.5,80.0,0.0,0.0,0.0,3.7,0.0,0.0,1.0,0.0,110.9,5.96,14.6,1.882,5.85,0.25,0.5,0,0.0359,10.3
121.7,10.8,13.4,59.2,13.4,6.61,1.635,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,19.7,0.0,22.7,3.0,1.0,120.0,0.0,0.0,0.0,5.3,0.0,1.0,0.0,0.0,122.2,0.73,1.8,2.188,10.6,0.2,0.4,0,0.0456,12.7
51.8,6.6,19.8,176.6,19.8,22.93,0.288,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,3.5,0.0,6.5,3.0,0.0,120.0,0.0,0.0,0.0,21.5,1.0,0.0,0.0,0.0,53.6,3.27,-8.0,0.898,7.45,0.85,-1.7,0,0.0398,4.7
157.2,3.3,16.0,165.4,16.0,6.11,0.54,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,6.8,0.0,9.8,3.0,0.0,120.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,150.6,4.98,12.2,2.559,2.4,0.9,1.8,0,0.0249,8.6
106.5,0.8,11.9,105.9,11.9,6.7,0.119,1.0,0.0,0.0,0.0,1.0,0.94,82.8,0.7,1.8,23.7,23.7,2.38,18.7,3.0,21.7,3.0,1.0,50.0,0.0,0.5,0.0,2.9,0.0,0.0,0.0,1.0,105.4,4.25,10.4,1.738,1.4,0.6,-1.2,1,0.9816,20.4
156.9,14.5,17.3,225.6,17.3,6.62,2.192,0.0,0.0,1.0,0.0,1.0,10.75,117.9,5.5,8.5,39.0,39.0,16.54,4.2,1.0,7.2,3.0,1.0,160.0,0.0,0.0,0.0,19.1,0.0,0.0,1.0,0.0,149.0,1.8,-4.4,2.705,15.3,0.8,-1.6,0,0.4228,9.8
38.3,1.9,25.3,114.4,25.3,39.63,0.048,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.4,0.0,12.4,3.0,0.5,120.0,0.0,0.5,0.0,19.0,1.0,0.0,0.0,0.0,40.1,6.21,-15.2,0.758,1.95,0.05,-0.1,0,0.0263,7.2
110.2,1.5,25.3,57.6,25.3,13.77,0.109,1.0,0.0,0.0,0.0,1.0,2.51,58.3,2.6,3.8,51.9,51.9,2.9,8.2,0.0,11.2,3.0,1.0,50.0,0.0,0.0,0.0,5.6,1.0,0.0,0.0,0.0,108.5,2.12,5.2,1.817,0.5,1.0,2.0,0,0.3697,9.1
100.2,10.2,22.1,244.5,22.1,13.23,0.771,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,5.7,0.0,8.7,3.0,0.0,120.0,0.0,0.0,0.0,5.3,1.0,0.0,0.0,0.0,102.6,2.45,6.0,1.704,11.25,1.05,-2.1,1,0.0303,13.1
118.7,23.8,28.6,116.0,28.6,14.46,1.646,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,3.7,0.0,6.7,3.0,1.0,80.0,0.0,0.0,0.0,19.3,1.0,0.0,0.0,0.0,118.0,2.53,6.2,1.934,23.25,0.55,1.1,0,0.0456,26.2
54.2,6.5,18.1,59.9,18.1,20.04,0.324,0.0,1.0,0.0,0.0,1.0,3.17,42.8,4.4,5.8,11.4,11.4,16.68,7.5,1.0,10.5,3.0,0.0,50.0,0.0,0.0,0.0,7.6,1.0,0.0,0.0,0.0,52.2,1.71,4.2,1.068,5.55,0.95,1.9,0,0.3915,14.6
104.7,5.9,1.2,97.3,1.2,0.69,5.9,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.5,0.0,13.5,3.0,0.5,120.0,0.5,0.0,0.0,0.9,1.0,0.0,0.0,0.0,103.3,2.45,6.0,1.478,6.3,0.4,-0.8,0,0.0586,7.1
81.5,2.3,9.4,157.2,9.4,6.92,0.332,0.0,0.0,0.0,1.0,1.0,8.25,47.5,10.4,15.2,34.0,34.0,14.56,19.5,0.0,22.5,3.0,0.5,120.0,0.0,0.0,0.0,16.4,0.0,0.0,1.0,0.0,84.8,3.59,8.8,1.375,0.6,1.7,3.4,0,0.1867,8.3
60.1,0.1,10.5,132.9,10.5,10.48,0.01,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.9,0.0,18.9,3.0,1.0,120.0,0.0,0.5,0.0,18.5,1.0,0.0,0.0,0.0,61.9,1.88,4.6,0.901,-0.5,0.6,1.2,0,0.0494,4.5
38.8,1.3,16.9,162.4,16.9,26.13,0.05,0.0,1.0,0.0,0.0,1.0,6.44,34.2,11.3,16.2,4.6,4.6,84.0,10.5,1.0,13.5,3.0,1.0,120.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,41.8,0.9,-2.2,0.793,0.2,1.1,2.2,0,0.2221,7.0
110.4,5.3,27.2,168.8,27.2,14.78,0.359,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.6,0.0,18.6,3.0,1.0,120.0,0.0,0.0,0.0,11.8,1.0,0.0,0.0,0.0,106.7,7.1,17.4,1.795,4.45,0.85,1.7,0,0.0251,8.3
70.0,1.0,25.3,39.6,25.3,21.69,0.046,0.0,0.0,0.0,1.0,1.0,2.2,60.7,2.2,3.2,9.3,9.3,14.19,13.3,2.0,16.3,3.0,0.5,50.0,0.0,0.0,0.0,18.5,1.0,0.0,0.0,0.0,71.0,0.98,-2.4,1.041,0.85,0.15,0.3,0,0.6234,9.9
62.6,12.9,7.7,85.6,7.7,7.38,1.748,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,16.4,1.0,19.4,3.0,1.0,120.0,0.0,0.0,0.0,13.1,1.0,0.0,0.0,0.0,67.8,1.55,3.8,1.064,11.55,1.35,2.7,0,0.0735,17.9
64.5,1.3,16.1,189.7,16.1,14.98,0.087,0.0,0.0,0.0,1.0,1.0,8.0,68.3,7.0,10.0,-3.8,0.0,999.0,3.4,1.0,6.4,3.0,1.0,160.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,65.3,0.73,-1.8,1.248,0.4,0.9,1.8,0,0.2923,6.7
68.4,4.4,20.1,166.1,20.1,17.63,0.25,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,16.9,0.0,19.9,3.0,1.0,120.0,0.0,0.0,0.0,20.3,1.0,0.0,0.0,0.0,70.4,0.82,2.0,0.929,4.4,0.0,0.0,0,0.0248,6.1
116.6,4.3,29.6,31.2,29.6,15.23,0.282,1.0,0.0,0.0,0.0,1.0,1.24,70.7,1.1,4.5,45.9,45.9,1.62,18.0,3.0,21.0,3.0,1.0,120.0,0.5,0.0,0.0,21.7,1.0,0.0,0.0,0.0,118.9,0.57,1.4,1.875,4.75,0.45,-0.9,1,0.9584,18.4
34.4,5.6,1.9,85.6,1.9,3.31,1.69,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,11.6,1.0,14.6,3.0,1.0,80.0,0.0,0.0,0.0,23.2,1.0,0.0,0.0,0.0,36.5,5.23,-12.8,0.649,4.85,0.75,1.5,0,0.0432,12.6
53.5,2.4,14.5,233.5,14.5,16.26,0.148,0.0,0.0,0.0,1.0,1.0,2.01,41.1,2.9,5.7,12.4,12.4,9.73,9.9,1.0,12.9,3.0,0.5,80.0,0.0,0.0,0.0,10.4,1.0,0.0,0.0,0.0,52.9,2.94,-7.2,1.044,1.4,1.0,2.0,0,0.4605,11.9
84.0,12.4,29.7,216.9,29.7,21.21,0.585,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.6,0.0,13.6,3.0,1.0,50.0,0.0,0.0,0.0,2.7,1.0,0.0,0.0,0.0,85.3,2.45,-6.0,1.38,11.55,0.85,1.7,0,0.0307,18.9
74.1,3.5,29.3,171.0,29.3,23.72,0.148,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,14.5,1.0,17.5,3.0,1.0,50.0,1.0,0.0,0.0,10.9,0.0,0.0,1.0,0.0,71.7,2.45,6.0,1.265,2.1,1.4,2.8,0,0.2107,19.2
81.6,7.2,10.6,27.5,10.6,7.79,0.924,0.0,0.0,0.0,1.0,1.0,8.0,51.5,9.3,11.2,30.1,30.1,15.95,6.2,2.0,9.2,3.0,1.0,80.0,0.0,0.0,0.0,19.4,0.0,0.0,1.0,0.0,85.6,3.35,-8.2,1.477,6.7,0.5,1.0,0,0.5072,17.1
95.2,6.1,1.0,155.7,1.0,0.63,6.1,1.0,0.0,0.0,0.0,1.0,7.89,65.4,7.2,11.9,29.8,29.8,15.89,15.2,1.0,18.2,3.0,1.0,120.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,95.8,5.8,-14.2,1.444,5.85,0.25,0.5,0,0.1718,9.0
74.7,0.7,18.0,12.9,18.0,14.46,0.048,0.0,0.0,0.0,1.0,1.0,9.49,51.7,11.0,15.9,23.0,23.0,24.76,19.0,0.0,22.0,3.0,1.0,120.0,0.0,0.5,0.0,5.5,1.0,0.0,0.0,0.0,71.7,0.73,1.8,1.256,0.65,0.05,0.1,0,0.2021,4.8
73.6,5.8,26.1,168.7,26.1,21.28,0.273,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,4.5,0.0,7.5,3.0,1.0,120.0,1.0,1.0,0.0,1.4,1.0,0.0,0.0,0.0,78.5,2.45,-6.0,1.25,4.85,0.95,1.9,1,0.6228,33.2
56.8,4.8,10.4,185.5,10.4,10.99,0.437,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,6.8,0.0,9.8,3.0,0.5,160.0,1.0,0.0,0.0,7.8,1.0,0.0,0.0,0.0,63.3,0.08,0.2,0.812,3.9,0.9,1.8,1,0.2576,19.6
107.5,13.7,28.1,129.3,28.1,15.68,0.874,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,14.3,0.0,17.3,3.0,1.0,80.0,0.0,0.0,0.0,4.3,1.0,0.0,0.0,0.0,107.7,3.43,8.4,1.874,13.55,0.15,0.3,0,0.0324,15.0
145.1,12.8,10.6,10.9,10.6,4.38,2.92,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,18.6,0.0,21.6,3.0,0.0,120.0,0.0,0.5,0.0,18.5,0.0,1.0,0.0,0.0,140.6,1.31,3.2,2.508,10.05,2.75,5.5,0,0.0658,25.5
64.2,1.0,18.7,170.0,18.7,17.48,0.057,0.0,0.0,0.0,1.0,1.0,8.85,55.1,9.6,13.9,9.1,9.1,58.35,17.8,0.0,20.8,3.0,0.5,50.0,1.0,0.0,0.0,7.5,0.0,0.0,0.0,1.0,65.6,5.06,12.4,1.188,1.25,0.25,-0.5,1,0.7939,18.8
121.4,0.5,21.9,206.7,21.9,10.82,0.046,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,5.0,1.0,8.0,3.0,0.5,80.0,0.5,0.0,0.0,16.4,0.0,0.0,1.0,0.0,115.8,1.96,-4.8,2.175,-1.1,1.6,3.2,0,0.089,14.0
78.3,2.1,11.0,150.6,11.0,8.43,0.249,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,8.4,0.0,11.4,3.0,0.5,80.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,1.0,73.7,1.8,4.4,1.182,2.55,0.45,-0.9,0,0.0422,5.4
64.0,25.9,11.2,180.2,11.2,10.5,2.467,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,19.0,0.0,22.0,3.0,0.5,120.0,0.0,0.0,0.0,20.4,1.0,0.0,0.0,0.0,66.9,3.92,-9.6,1.314,25.55,0.35,0.7,0,0.0425,24.2
62.1,0.1,14.6,31.7,14.6,14.11,0.007,0.0,1.0,0.0,0.0,1.0,13.46,32.5,24.8,28.0,29.6,29.6,27.28,12.5,0.0,15.5,3.0,1.0,30.0,0.5,0.0,0.0,19.8,0.0,0.0,1.0,0.0,62.7,1.22,3.0,0.872,-0.3,0.4,0.8,0,0.3028,10.5
64.5,6.7,25.2,181.7,25.2,23.44,0.286,0.0,0.0,0.0,1.0,1.0,4.92,61.9,4.8,8.1,2.6,2.6,113.54,4.0,3.0,7.0,3.0,1.0,30.0,0.0,0.0,0.0,1.8,1.0,0.0,0.0,0.0,63.1,0.57,-1.4,1.172,7.35,0.65,-1.3,0,0.8014,15.8
135.3,5.6,3.9,157.4,3.9,1.73,3.238,0.0,0.0,1.0,0.0,1.0,6.34,140.0,2.7,5.6,-4.7,0.0,999.0,19.3,0.0,22.3,3.0,1.0,120.0,0.0,0.0,0.0,15.1,1.0,0.0,0.0,0.0,141.5,0.16,0.4,2.224,6.8,1.2,-2.4,0,0.2292,2.3
121.6,6.2,19.3,89.4,19.3,9.52,0.651,1.0,0.0,0.0,0.0,1.0,4.45,97.3,2.7,5.5,24.3,24.3,10.99,12.8,0.0,15.8,3.0,0.5,120.0,0.0,0.0,0.0,6.5,1.0,0.0,0.0,0.0,120.3,1.71,4.2,2.12,6.05,0.15,0.3,0,0.2938,7.0
64.6,1.5,20.6,174.5,20.6,19.13,0.078,0.0,0.0,0.0,1.0,1.0,6.92,53.9,7.7,10.0,10.7,10.7,38.8,15.1,1.0,18.1,3.0,0.5,160.0,0.0,0.0,0.0,7.7,0.0,0.0,1.0,0.0,64.7,1.14,2.8,1.05,1.95,0.45,-0.9,0,0.2301,0.7
129.9,1.5,17.2,164.9,17.2,7.94,0.189,0.0,0.0,1.0,0.0,1.0,0.94,130.8,0.4,2.5,-0.9,0.0,999.0,6.5,3.0,9.5,3.0,1.0,80.0,0.0,0.0,0.0,14.6,1.0,0.0,0.0,0.0,135.5,2.12,-5.2,2.093,0.5,1.0,2.0,1,0.9467,21.6
140.3,3.4,28.1,153.9,28.1,12.02,0.283,0.0,0.0,1.0,0.0,1.0,4.37,71.7,3.7,8.7,68.6,68.6,3.82,16.0,2.0,19.0,3.0,1.0,120.0,0.5,0.0,0.0,5.5,1.0,0.0,0.0,0.0,140.1,0.65,1.6,2.331,3.2,0.2,0.4,1,0.709,17.1
50.7,0.6,18.5,53.9,18.5,21.89,0.027,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,14.7,0.0,17.7,3.0,1.0,120.0,0.0,0.0,0.0,2.9,0.0,1.0,0.0,0.0,49.8,2.45,6.0,0.825,1.35,0.75,-1.5,0,0.0298,0.0
147.7,0.5,19.4,81.1,19.4,7.88,0.063,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,14.7,0.0,17.7,3.0,0.5,80.0,0.5,0.0,0.0,4.3,0.0,0.0,1.0,0.0,150.8,7.51,18.4,2.44,0.0,0.5,1.0,0,0.0687,6.7
96.8,0.6,18.4,247.9,18.4,11.4,0.053,1.0,0.0,0.0,0.0,1.0,15.63,91.5,10.2,12.8,5.3,5.3,176.94,6.9,0.0,9.9,3.0,1.0,120.0,0.0,0.5,0.0,3.8,1.0,0.0,0.0,0.0,92.4,9.14,22.4,1.747,0.35,0.25,0.5,0,0.2068,3.6
130.4,5.1,21.9,113.9,21.9,10.08,0.506,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,5.5,0.0,8.5,3.0,1.0,120.0,0.5,0.0,0.0,5.8,1.0,0.0,0.0,0.0,131.4,2.53,-6.2,2.021,5.15,0.05,-0.1,0,0.0836,7.5
127.8,3.0,4.9,24.3,4.9,2.3,1.304,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,11.9,0.0,14.9,3.0,0.5,120.0,0.0,0.5,0.0,16.9,0.0,0.0,1.0,0.0,130.1,0.57,-1.4,1.994,3.25,0.25,-0.5,0,0.0618,5.3
118.8,2.1,26.9,225.8,26.9,13.59,0.155,1.0,0.0,0.0,0.0,1.0,8.51,87.4,5.8,7.0,31.4,31.4,16.26,18.3,0.0,21.3,3.0,1.0,120.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,119.4,2.04,5.0,1.986,3.45,1.35,-2.7,0,0.1729,0.0
119.4,2.3,2.2,51.5,2.2,1.11,2.08,1.0,0.0,0.0,0.0,1.0,4.9,99.5,3.0,7.9,19.9,19.9,14.77,6.8,1.0,9.8,3.0,1.0,120.0,0.0,0.0,0.0,1.6,1.0,0.0,0.0,0.0,122.6,3.1,7.6,1.866,1.7,0.6,1.2,1,0.4,13.1
69.9,1.4,19.6,106.8,19.6,16.82,0.083,0.0,0.0,0.0,1.0,1.0,1.55,75.1,1.2,4.3,-5.2,0.0,999.0,16.4,1.0,19.4,3.0,0.5,120.0,0.0,0.0,0.0,11.8,1.0,0.0,0.0,0.0,67.7,1.31,3.2,1.079,0.5,0.9,1.8,1,0.6596,13.0
122.0,3.2,18.8,76.7,18.8,9.25,0.346,1.0,0.0,0.0,0.0,1.0,2.81,126.9,1.3,4.5,-4.9,0.0,999.0,14.5,2.0,17.5,3.0,0.5,80.0,0.5,0.0,0.0,1.5,1.0,0.0,0.0,0.0,127.7,0.49,-1.2,2.15,4.8,1.6,-3.2,1,0.7441,10.2
118.0,1.4,7.0,241.3,7.0,3.56,0.393,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.3,0.0,12.3,3.0,1.0,160.0,0.0,1.0,0.0,9.7,1.0,0.0,0.0,0.0,115.8,1.22,3.0,1.878,1.05,0.35,0.7,0,0.1049,10.3
109.9,7.2,2.2,100.7,2.2,1.2,5.995,1.0,0.0,0.0,0.0,1.0,4.97,78.2,3.8,5.0,31.7,31.7,9.41,17.9,1.0,20.9,3.0,0.5,120.0,0.0,0.0,0.0,13.9,0.0,0.0,1.0,0.0,112.5,6.37,15.6,1.913,8.25,1.05,-2.1,0,0.3375,5.7
128.1,0.8,5.0,180.1,5.0,2.34,0.342,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.9,0.0,12.9,3.0,0.5,80.0,0.5,0.0,0.0,15.7,1.0,0.0,0.0,0.0,128.7,1.96,-4.8,2.143,-0.85,1.65,3.3,1,0.0486,17.9
52.7,17.8,8.9,153.6,8.9,10.13,1.757,0.0,0.0,0.0,1.0,1.0,8.21,26.4,18.7,22.0,26.3,26.3,18.73,14.3,0.0,17.3,3.0,1.0,120.0,0.5,0.0,0.0,9.7,0.0,0.0,1.0,0.0,55.7,1.14,2.8,0.887,17.45,0.35,0.7,0,0.3828,21.8
82.7,0.6,26.6,20.3,26.6,19.3,0.031,0.0,0.0,0.0,1.0,1.0,5.36,84.2,3.8,5.4,-1.5,0.0,999.0,5.1,0.0,8.1,3.0,0.5,30.0,0.0,0.0,0.0,17.7,0.0,0.0,1.0,0.0,83.3,3.18,-7.8,1.427,-0.75,1.35,2.7,0,0.2621,12.6
100.1,17.2,25.8,102.2,25.8,15.46,1.112,1.0,0.0,0.0,0.0,1.0,3.07,80.2,2.3,5.4,19.9,19.9,9.26,13.7,1.0,16.7,3.0,1.0,30.0,0.5,0.0,0.0,21.0,1.0,0.0,0.0,0.0,95.4,1.55,-3.8,1.764,17.8,0.6,-1.2,1,0.7372,27.0
51.1,10.7,2.9,103.6,2.9,3.41,3.142,0.0,1.0,0.0,0.0,1.0,0.97,28.2,2.1,4.0,22.9,22.9,2.54,7.2,2.0,10.2,3.0,1.0,30.0,0.0,0.0,0.0,6.8,1.0,0.0,0.0,0.0,50.2,0.82,2.0,0.905,11.1,0.4,-0.8,1,0.8537,22.6
124.9,6.8,9.4,247.6,9.4,4.52,1.506,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,18.4,0.0,21.4,3.0,1.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,122.6,1.88,4.6,1.937,5.8,1.0,2.0,0,0.0319,14.8
51.6,14.6,26.8,204.9,26.8,31.16,0.469,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.5,0.0,12.5,3.0,1.0,120.0,0.0,0.5,0.0,6.0,0.0,0.0,1.0,0.0,55.5,5.06,-12.4,0.88,14.35,0.25,0.5,0,0.071,16.9
110.6,0.9,7.9,215.6,7.9,4.29,0.21,1.0,0.0,0.0,0.0,1.0,2.12,79.6,1.6,3.8,31.0,31.0,4.1,11.4,2.0,14.4,3.0,1.0,120.0,0.0,0.5,0.0,11.3,0.0,1.0,0.0,0.0,107.8,0.57,1.4,1.867,0.5,0.4,0.8,1,0.8201,16.4
69.9,1.2,29.9,85.2,29.9,25.67,0.047,0.0,1.0,0.0,0.0,1.0,7.94,54.0,8.8,10.2,15.9,15.9,29.96,19.0,2.0,22.0,3.0,1.0,120.0,0.0,0.0,0.0,3.3,1.0,0.0,0.0,0.0,72.0,3.92,-9.6,1.033,0.6,0.6,1.2,0,0.4454,7.6
128.8,1.7,8.4,89.0,8.4,3.91,0.434,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,8.9,0.0,11.9,3.0,1.0,160.0,0.0,0.0,0.0,13.9,0.0,0.0,1.0,0.0,128.1,5.96,14.6,2.225,2.7,1.0,-2.0,0,0.0439,0.0
128.3,1.7,22.4,133.7,22.4,10.48,0.162,1.0,0.0,0.0,0.0,1.0,2.23,89.1,1.5,5.0,39.2,39.2,3.41,7.9,1.0,10.9,3.0,1.0,120.0,0.5,0.0,0.0,15.0,0.0,0.0,1.0,0.0,125.7,0.24,-0.6,2.358,2.15,0.45,-0.9,1,0.7373,11.8
97.4,2.2,13.1,161.4,13.1,8.07,0.273,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,7.7,1.0,10.7,3.0,1.0,120.0,1.0,0.5,0.0,17.6,1.0,0.0,0.0,0.0,100.6,4.49,11.0,1.508,0.9,1.3,2.6,1,0.4514,24.4
69.7,5.1,5.0,184.8,5.0,4.3,1.185,0.0,1.0,0.0,0.0,1.0,12.84,63.6,12.1,15.5,6.1,6.1,126.3,12.7,0.0,15.7,3.0,1.0,160.0,0.5,0.0,0.0,1.8,1.0,0.0,0.0,0.0,70.7,1.47,3.6,1.196,5.05,0.05,0.1,0,0.2496,3.8
102.8,0.2,8.4,207.0,8.4,4.9,0.041,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.8,0.0,13.8,3.0,0.5,120.0,0.0,0.5,0.0,18.5,0.0,1.0,0.0,0.0,102.3,0.98,2.4,1.9,0.3,0.1,-0.2,1,0.0801,8.6
122.6,2.9,20.6,219.6,20.6,10.08,0.288,1.0,0.0,0.0,0.0,1.0,0.99,76.7,0.8,2.7,45.9,45.9,1.29,15.9,3.0,18.9,3.0,1.0,30.0,0.0,0.5,0.0,10.5,1.0,0.0,0.0,0.0,119.0,1.31,3.2,1.954,2.55,0.35,0.7,1,0.9753,24.1
90.8,1.7,10.8,15.9,10.8,7.14,0.238,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,18.0,0.0,21.0,3.0,1.0,160.0,0.0,0.0,0.0,20.8,1.0,0.0,0.0,0.0,87.8,0.98,2.4,1.459,1.2,0.5,1.0,0,0.0175,2.6
140.2,5.6,18.5,201.1,18.5,7.92,0.707,0.0,0.0,1.0,0.0,1.0,6.58,117.7,3.4,5.3,22.5,22.5,17.55,10.8,2.0,13.8,3.0,0.0,120.0,0.0,0.0,0.0,12.8,1.0,0.0,0.0,0.0,146.1,4.9,-12.0,2.419,6.45,0.85,-1.7,0,0.5475,7.2
83.6,25.3,7.0,156.6,7.0,5.02,5.036,0.0,0.0,0.0,1.0,1.0,18.4,46.1,23.9,25.2,37.5,37.5,29.44,11.6,0.0,14.6,3.0,0.0,80.0,0.0,0.0,0.0,11.6,1.0,0.0,0.0,0.0,87.4,4.9,-12.0,1.452,24.15,1.15,2.3,0,0.3682,28.0
